years_of_experience,rating,completion_rate,total_trips,completed_trips,region_familiarity,on_time_delivery_rate,avg_speed_kmh,accidents_last_3_years,license_type,night_shift_capable,last_medical_check_months,training_courses_completed,avg_trip_distance_km,score
7,3.2,0.821,198,162,1,0.796,69.8,0,B,0,4,6,87.4,86.1
3,3.1,0.846,127,107,1,0.839,51.5,2,C,1,34,4,153.7,73.54
11,5,1,203,203,1,0.975,80.7,0,C,1,5,8,158,100
6,3.4,0.848,175,148,1,0.831,74,0,A,1,34,3,142.6,81
8,4.2,0.826,177,146,1,0.854,64.6,1,B,1,22,6,146.9,87.55
1,3.7,0.803,34,27,1,0.742,73.6,1,B,1,20,2,102.9,60.63
9,3.8,0.851,207,176,1,0.881,92.1,1,C,1,13,6,91.9,88.79
10,4.5,0.838,186,155,1,0.807,75.7,1,C,1,34,7,145.9,82.09
4,4,0.798,113,90,1,0.858,53,1,A,0,6,3,146.8,75.51
6,3.9,0.837,157,131,1,0.83,70.7,5,C,0,29,5,186.3,67.75
7,5,0.826,178,147,1,0.942,79.1,0,C,0,33,4,125.1,82.83
1,2.7,0.86,46,39,0,0.663,40.6,0,A,0,1,0,80.5,43.69
4,4.1,0.929,98,91,1,0.738,76.8,1,C,0,7,3,144,77.73
3,3.5,0.852,69,58,0,0.771,65,1,B,0,22,2,117.2,47.55
1,3.6,0.813,80,65,1,0.786,67,2,B,0,32,2,88.9,62.42
3,3.7,0.814,104,84,1,0.713,66,1,B,0,14,1,102.1,72.88
0,2.9,0.735,33,24,1,0.633,56,4,C,0,24,0,62.9,47.69
0,3.3,0.86,39,33,0,0.752,63.7,0,A,0,19,1,61.8,43.12
1,2.6,0.79,37,29,0,0.715,60.4,0,C,0,27,0,92,41.21
11,4.7,0.907,262,237,1,0.974,77.2,0,B,1,23,7,177.5,94.76
5,3.9,0.899,136,122,0,0.821,61.9,0,B,1,21,4,131.1,66.63
11,4.8,0.926,245,226,1,0.972,87.9,0,C,0,29,9,147.4,92.68
4,4.1,0.883,150,132,1,0.881,85.8,4,C,1,1,5,152,73.02
3,3.7,0.8,107,85,0,0.709,59,0,B,1,31,3,55.4,55.73
4,3.7,0.885,140,123,0,0.872,69.6,0,B,0,27,3,127.9,63.06
4,3.3,0.884,108,95,1,0.728,57.9,4,A,1,27,4,95.8,69.15
1,3,0.86,86,73,0,0.782,71.2,5,A,0,15,3,62,39.17
6,4.4,0.826,114,94,1,0.903,76.7,0,C,0,25,3,118.3,83.33
2,4,0.803,64,51,0,0.726,61.1,2,B,1,15,4,48.3,47.63
6,3.8,0.959,178,170,0,0.904,73,0,B,1,19,6,138.6,76.64
6,3.9,0.849,150,127,0,0.814,84.4,0,C,1,11,6,176.4,69.99
1,3,0.834,53,44,0,0.773,47.2,3,B,1,33,0,68.7,38.9
0,3.7,0.895,30,26,1,0.631,49.5,1,A,0,23,3,150.5,60.23
8,4.4,0.797,177,141,0,0.868,84,1,B,1,12,5,118.2,75.56
4,4.4,0.821,143,117,1,0.814,71.7,1,C,1,2,3,99.3,71.38
0,2.8,0.78,29,22,0,0.776,64.2,2,C,1,21,3,120.8,35
11,4.3,0.84,250,210,0,0.973,92.8,0,C,1,14,8,132.1,79.84
0,3.3,0.757,69,52,0,0.694,73.5,4,A,1,34,2,73.2,35.77
7,4.3,0.827,183,151,1,0.864,96.1,1,C,0,15,4,187.6,79.85
11,4.4,0.973,269,261,1,0.895,92.2,0,C,1,21,6,132.6,90.06
2,3.1,0.721,58,41,1,0.81,74.3,5,A,1,23,2,113.7,52.03
1,3.7,0.888,31,27,0,0.794,65.9,3,B,1,21,1,103.3,41.45
1,3.6,0.828,60,49,0,0.649,64.8,0,C,1,14,3,30.3,48.86
3,3.2,0.768,79,60,0,0.772,69.5,3,B,0,21,3,85.5,49.7
1,3.9,0.845,87,73,0,0.763,69.2,3,A,0,12,1,159.4,44.59
7,4.5,0.905,151,136,1,0.835,61,2,C,0,5,6,142.7,86.42
0,3.3,0.778,31,24,1,0.713,68.2,1,A,1,2,0,91.5,50.04
4,3.7,0.798,146,116,1,0.743,68.1,1,A,1,22,2,119.1,71.69
11,4.7,0.957,246,235,1,0.892,85.8,0,C,1,6,9,229.3,100
8,3.8,0.895,176,157,1,0.858,70.1,1,B,1,2,7,114.8,89.57
6,3.9,0.827,157,129,1,0.841,66.1,2,B,1,29,4,107.6,75.78
3,2.7,0.754,75,56,0,0.802,72.3,1,B,1,7,3,100.7,49.53
6,4.3,0.819,152,124,1,0.833,79.7,1,C,1,16,4,144.7,85.05
5,3.2,0.823,97,79,1,0.86,65.3,3,C,0,33,4,124.6,69.51
4,4.3,0.893,142,126,1,0.848,86.8,0,A,1,33,4,117.5,82.04
1,3.2,0.837,68,56,1,0.693,82.2,4,B,0,14,1,71.4,57.48
9,4.2,0.88,196,172,1,0.935,59.5,0,C,1,12,8,170.2,93.28
4,3.4,0.814,145,118,1,0.825,61.7,0,B,1,6,4,55.2,77.06
2,3.3,0.857,49,41,0,0.856,69.4,1,B,0,12,3,79.6,46.89
3,4.1,0.834,69,57,1,0.8,73.9,0,A,0,31,2,79.4,68.82
4,2.7,0.847,145,122,0,0.74,96.6,1,C,0,12,4,79,55.18
8,4.7,0.854,214,182,1,0.849,78.7,0,C,0,10,7,90.6,89.37
7,4.2,0.869,161,139,1,0.77,74.1,1,B,1,27,7,143,86.27
7,3.5,0.876,163,142,1,0.891,61.8,1,C,0,7,4,148.9,80.66
0,2.8,0.775,43,33,0,0.79,46,0,A,0,33,0,93.1,39.49
4,4.3,0.871,122,106,0,0.689,69.4,0,B,1,27,2,140.2,63.83
4,3.3,0.873,113,98,1,0.894,95.7,1,A,1,8,2,145.5,69.56
0,2.7,0.734,64,46,1,0.72,62.5,0,A,0,5,1,20,56.7
2,3.9,0.782,71,55,1,0.692,58.7,3,C,0,8,1,114.9,53.13
7,4.2,0.841,141,118,1,0.867,80.9,1,C,1,21,4,141.5,86.12
1,2.9,0.863,24,20,0,0.7,42.4,0,A,0,24,0,93.1,43.72
5,3.9,0.961,121,116,1,0.876,73.5,3,B,1,7,3,116.3,77.65
2,3,0.784,42,32,0,0.75,77.9,0,B,1,19,2,79.5,47.3
0,3.6,0.772,25,19,1,0.723,53.6,1,B,0,31,0,95.8,51.67
2,3.9,0.849,98,83,1,0.72,84.4,0,A,1,27,3,66.6,68.29
11,4.7,0.895,207,185,1,0.905,89.4,0,C,1,29,9,201.1,92.51
8,4.3,0.932,200,186,0,0.925,93.5,0,B,1,23,6,129.1,80.39
11,5,0.929,247,229,1,0.929,65,0,C,1,20,7,106.8,100
4,3.7,0.747,96,71,0,0.779,68.8,0,B,1,6,3,115.4,58.34
1,2.8,0.729,83,60,1,0.735,77.6,1,C,1,12,1,52.7,53.85
5,4,0.831,132,109,1,0.804,54.5,0,B,1,12,6,84.1,80.9
4,4.5,0.896,96,86,1,0.874,82.4,0,C,0,3,2,132.5,83.08
9,3.9,0.858,191,163,1,0.887,76.3,0,A,0,35,6,180,90.28
1,3.2,0.767,24,18,0,0.713,77.8,1,C,0,19,0,84.7,39.66
4,3.8,0.845,108,91,0,0.77,73.6,3,B,0,4,3,51.6,53.8
1,3.3,0.71,48,34,1,0.758,83.4,4,B,0,31,3,103.9,46.85
3,3.2,0.836,128,107,0,0.745,54,4,A,0,33,3,94.4,47.82
7,4.5,0.798,171,136,1,0.904,79.4,0,A,1,6,6,177.3,88.21
4,4.6,0.863,143,123,1,0.815,52.9,1,C,1,8,5,171,78.32
3,3.6,0.78,59,46,0,0.898,74.5,2,B,1,28,1,58.9,48.59
3,3.2,0.774,109,84,0,0.729,73.4,2,B,1,15,2,178.2,54.21
4,3.1,0.848,81,68,1,0.866,67.6,1,A,1,31,4,65.3,69.49
8,4.2,0.929,161,149,1,0.925,67.6,0,B,1,8,7,127.8,94.99
9,4.7,0.922,185,170,1,0.89,74.6,0,C,0,6,5,182.8,93.73
11,4.7,0.94,214,201,1,0.983,82.7,0,C,1,29,8,146.4,94.97
8,4.1,0.9,196,176,1,0.914,80.4,1,B,1,34,7,119.6,91.91
3,3.3,0.84,83,69,1,0.765,92.7,0,B,0,7,2,52.8,70.67
6,3.5,0.884,169,149,0,0.871,84.5,0,C,1,10,6,87.9,71.01
4,4,0.815,111,90,0,0.85,64,1,C,0,13,2,87.6,62.89
2,3.8,0.84,45,37,1,0.789,75,0,A,0,22,3,119.2,67.44
9,3.6,0.863,188,162,1,0.877,89.1,1,C,0,21,6,202.4,86.59
0,3.8,0.835,61,50,0,0.702,57.1,2,A,0,1,0,57.2,43.83
10,4.6,0.955,231,220,1,0.939,88.4,0,C,1,2,9,148,94.68
4,4.2,0.944,130,122,1,0.887,53.2,1,B,1,29,4,82.2,76.22
6,3.4,0.888,115,102,0,0.813,65.7,0,C,0,11,5,82.2,65.04
6,3.4,0.907,165,149,1,0.876,56.9,2,C,1,7,3,82.2,76.19
9,4.2,0.825,197,162,1,0.808,76,0,B,1,35,6,113.7,85.13
6,4.1,0.909,181,164,1,0.887,68.3,1,B,1,30,3,126.5,76.66
6,4.6,0.921,145,133,0,0.898,69.2,2,C,0,16,5,109.1,65.88
0,3.5,0.855,76,64,1,0.833,74.8,3,B,0,15,2,68.7,48.72
5,3.7,0.854,144,122,0,0.868,73.6,0,A,0,20,5,131.9,66.29
1,2.9,0.777,38,29,0,0.706,76.1,0,A,1,28,1,85.2,41.96
7,4.5,0.821,169,138,1,0.772,95,0,C,1,3,6,101.1,91.05
5,3.4,0.798,140,111,1,0.831,97.6,2,C,0,29,5,148.7,70.14
6,4.6,0.861,159,136,1,0.826,72.3,0,C,0,9,3,67.4,87.42
0,3.1,0.692,48,33,1,0.699,71.4,3,A,1,27,2,56.8,45.09
1,4,0.755,31,23,0,0.684,64.6,0,B,0,32,3,139.7,48.18
7,4.3,0.88,180,158,0,0.858,87.7,0,B,1,31,4,146.2,66.58
0,3.1,0.783,64,50,0,0.625,74.8,3,C,0,26,2,26.1,33.99
0,3,0.732,19,13,0,0.642,57.1,1,A,0,3,0,32.5,34.46
0,3.1,0.718,40,28,1,0.631,58.8,6,B,0,11,0,69.8,49.24
11,4.7,0.876,265,232,1,0.981,98.1,0,C,1,29,9,153.4,97.02
7,4.1,0.864,199,171,1,0.82,68.9,0,C,0,27,4,157.3,89.58
3,3.3,0.927,99,91,0,0.877,68.2,3,A,1,10,1,137.9,44.8
2,3.4,0.86,114,98,0,0.728,76.1,1,A,0,35,2,80.5,55.37
3,3.6,0.832,82,68,1,0.884,67.5,2,B,1,23,3,100.8,63.67
8,3.3,0.917,197,180,1,0.798,95.4,1,C,0,6,5,113,90.3
6,4.1,0.913,130,118,0,0.879,86.4,1,A,0,11,5,123.3,75.35
2,3,0.841,47,39,1,0.766,57.4,2,B,0,27,1,65.2,60.77
1,2.9,0.778,26,20,0,0.666,59.5,3,B,1,31,2,88.7,31.4
1,2.6,0.751,91,68,0,0.691,73.6,0,C,0,30,0,69.2,38.73
6,3.2,0.856,172,147,1,0.828,73.4,1,B,1,3,5,146.8,77.15
7,3.5,0.926,185,171,0,0.893,52.2,1,B,1,13,4,167.5,70.19
2,3.2,0.794,56,44,1,0.703,56.3,2,C,1,21,3,134.8,55.33
0,4,0.725,33,23,0,0.714,67.8,2,B,0,11,2,81.1,33.57
1,3.1,0.707,45,31,0,0.711,77.2,1,C,0,3,2,106.2,44.42
11,4.6,0.924,216,199,1,0.991,92.4,0,C,1,31,6,153,91.66
2,3.6,0.756,89,67,1,0.695,91.6,1,A,1,24,3,70.8,66.24
7,4.1,0.854,163,139,1,0.838,67.2,0,B,0,12,4,95,89.06
6,3.9,0.935,137,128,1,0.937,66.3,0,B,1,27,4,138.8,85.21
3,3.1,0.818,79,64,1,0.73,69.2,1,C,1,21,3,42.5,67.65
2,4,0.77,57,43,1,0.673,47.9,0,B,0,25,4,122.2,70.43
1,4,0.809,45,36,0,0.704,66.5,1,A,0,30,3,77.2,47.94
6,3.2,0.958,169,161,1,0.783,71.7,0,B,0,30,3,119.2,82.64
8,3.7,0.883,206,181,1,0.969,86.5,0,C,0,10,7,164.2,91.9
6,3.8,0.744,126,93,1,0.793,85.5,2,C,0,3,3,73,74.51
5,3.4,0.881,114,100,1,0.817,76.8,1,C,1,13,3,113.3,77.22
0,3.4,0.797,34,27,0,0.751,65,5,A,0,27,3,127.4,36.35
11,4.2,0.935,221,206,1,0.919,85.9,2,C,0,18,9,159.5,90.48
8,5,0.878,201,176,1,0.873,67.5,1,B,1,24,5,104.3,91.99
2,3.9,0.767,96,73,0,0.704,67,1,A,0,14,1,85.6,48.59
11,4.6,1,225,225,1,0.887,81.7,0,A,1,4,9,207.3,100
6,4.3,0.77,174,133,1,0.818,73.1,1,B,1,16,4,105,79.49
5,4.2,0.833,127,105,0,0.867,70.4,1,C,1,10,4,73.8,66.02
7,3.8,0.859,148,127,0,0.864,68,0,C,1,27,4,122,71.54
8,3.8,0.932,221,205,1,0.946,64.7,0,A,1,1,6,101.9,88.54
6,3.9,0.924,145,133,1,0.807,71.5,2,C,1,5,6,60.3,85.66
1,3.7,0.782,54,42,0,0.69,73.6,2,A,0,13,3,110.6,42.9
3,3.6,0.831,119,98,1,0.714,48.7,3,B,1,3,4,135.4,63.77
10,3.8,0.93,238,221,1,0.954,74,0,B,1,17,9,172.6,92.34
2,3.1,0.86,57,49,0,0.753,92.8,3,B,0,19,4,122.8,40.26
3,3.5,0.873,77,67,0,0.774,67.2,1,A,0,5,4,91.8,52.8
4,3.6,0.808,146,117,0,0.824,72.8,3,C,1,24,3,152.6,51.48
4,4.5,0.856,110,94,1,0.781,93.1,0,C,0,33,2,93.1,77.37
6,3.4,0.881,137,120,1,0.902,77.8,2,C,0,21,4,128,81.29
10,4.6,0.911,252,229,1,0.942,84.1,0,B,1,3,9,134.7,96.25
2,4,0.826,114,94,1,0.741,57.1,1,C,0,4,1,53.9,69.28
1,4.2,0.795,96,76,1,0.654,70.3,1,B,0,32,3,68.9,62.49
2,3.3,0.815,51,41,1,0.789,67.8,2,C,0,24,1,162.9,59.37
9,4.5,0.835,182,151,0,0.903,89.6,0,B,0,35,6,198,75.71
6,4.1,0.816,173,141,1,0.845,89.3,0,C,1,18,3,151.3,82.65
2,3.5,0.848,47,39,0,0.784,68.4,0,C,0,3,2,83.1,53.07
8,4.1,0.829,164,135,1,0.843,81.6,0,C,0,26,7,130.5,86.81
9,4.4,0.926,182,168,0,0.909,55.8,0,A,1,24,5,203.4,80.73
9,3.3,0.899,206,185,1,0.885,51.7,0,C,0,1,7,152.7,81.12
10,4.7,0.968,196,189,1,1,93.1,0,C,1,34,8,183.7,95.15
2,3.5,0.84,75,63,1,0.75,40,0,A,0,12,2,79.4,71.05
7,3.9,0.853,151,128,1,0.827,79.4,1,B,1,17,5,127.1,87.35
4,4.5,0.823,126,103,0,0.861,68.9,1,C,0,21,3,135.4,62.71
9,4,0.803,209,167,1,0.94,93.3,0,B,1,21,6,129.9,86.97
7,3.9,0.869,147,127,1,0.875,75.1,0,A,1,3,7,146.4,88.07
8,4.9,0.826,180,148,1,0.862,98.6,0,C,1,28,6,123,100
6,3.6,0.851,153,130,0,0.82,71.6,1,A,1,25,4,143.3,66.13
1,3.1,0.762,28,21,0,0.72,80.3,1,B,1,6,0,66.1,35
5,3.7,0.804,121,97,1,0.763,54.5,0,B,0,30,3,172.6,77.31
11,4.8,0.989,222,219,1,0.996,53.9,0,B,1,32,9,166.1,94.93
10,4.5,0.853,209,178,1,0.995,79.7,0,C,1,22,7,183.2,89.22
0,2.7,0.732,70,51,1,0.723,48.2,2,A,0,14,0,79.4,51.65
1,3.1,0.759,31,23,1,0.666,65.8,1,C,1,34,1,73,50.82
1,3.1,0.77,75,57,1,0.747,61.5,2,C,1,26,0,105.2,59.52
7,4,0.832,191,158,1,0.862,82.8,1,A,1,13,7,170.6,89.34
8,4.3,0.871,186,162,0,0.904,64.2,0,C,1,30,4,100.5,72.64
2,3.6,0.822,43,35,1,0.717,73.1,1,B,1,19,2,99.9,59.5
4,3,0.868,146,126,1,0.808,81.4,1,B,0,3,3,108.8,74.5
9,4.7,0.934,221,206,1,0.963,76,0,B,1,31,8,158.3,97.85
7,4.1,0.78,131,102,0,0.783,81.2,2,B,0,12,6,176.6,65.78
5,4.3,0.867,164,142,0,0.804,60.8,1,C,0,15,4,144.5,67.91
5,4,0.87,139,120,1,0.813,67.9,0,A,1,14,5,154.7,86.77
4,4.1,0.801,123,98,0,0.838,54.9,1,A,0,35,3,119.9,60.17
2,3.6,0.891,66,58,0,0.836,96.1,3,A,1,16,4,83,44.12
5,4.3,0.903,108,97,0,0.741,87.2,1,B,0,24,3,47.3,66.12
6,4.1,0.853,166,141,1,0.89,93.9,0,C,0,17,5,170.5,85.3
9,4.2,0.873,237,206,0,0.959,93.1,0,C,1,18,5,77,75.1
6,4.8,0.944,158,149,1,0.923,66,0,B,0,17,6,175.6,92.05
7,4.4,0.875,161,140,1,0.838,57.1,1,B,1,16,7,158.2,90.83
1,3.5,0.798,81,64,1,0.721,61.4,2,B,0,21,3,147.1,59.58
4,3.2,0.838,105,87,1,0.721,76.7,0,A,0,24,3,120,65.43
0,2.7,0.895,21,18,0,0.639,61.5,0,B,0,34,1,95,38.75
2,3.6,0.796,54,42,1,0.732,41.2,2,A,0,27,2,90.4,60.07
7,4.1,0.874,166,145,1,0.868,84.5,1,C,0,17,5,138.3,92.93
11,4.3,0.888,260,230,1,0.95,62.3,0,C,1,25,8,146.3,93.12
1,3.4,0.774,46,35,1,0.766,61.4,1,C,0,21,3,84.5,58.12
3,4.2,0.769,121,93,1,0.913,90.4,1,C,0,4,3,78.6,75.59
8,4.4,0.849,173,146,1,0.855,77.6,0,C,0,25,5,145.4,89.39
2,3,0.717,99,70,0,0.674,80.9,1,A,1,30,1,95.2,42.19
5,3.7,0.892,126,112,1,0.861,76.7,1,C,1,33,5,119.4,73.12
7,3.7,0.883,148,130,1,0.878,63.4,1,C,1,26,4,133.3,81
6,3.8,0.874,149,130,0,0.818,82.8,0,C,1,25,4,109.5,61.74
2,3.3,0.805,66,53,1,0.798,67.2,1,A,1,16,3,112.8,64.03
3,3.4,0.824,67,55,0,0.736,51.7,3,A,1,24,3,113.4,46.56
8,3.6,0.97,212,205,1,0.905,57.2,2,C,1,5,6,152.3,88.33
5,3.7,0.81,166,134,1,0.805,77.1,1,A,0,13,3,91.7,73.24
0,3,0.794,24,19,0,0.666,90.7,5,A,0,30,1,100.2,27.28
7,2.9,0.889,184,163,1,0.783,62.6,0,B,1,7,7,113.1,89.98
0,4,0.837,34,28,0,0.737,53.5,3,C,1,17,3,64.3,39.01
7,4.5,0.897,183,164,1,0.94,80.3,0,B,0,27,5,138.8,91.57
2,3.3,0.832,103,85,0,0.809,52.2,2,C,0,35,3,130.5,48.24
11,4.5,0.867,213,184,1,0.986,109.7,0,B,1,5,9,131.8,97.35
3,3.1,0.78,89,69,1,0.724,59.1,2,A,0,5,3,74.3,64.15
3,4.2,0.763,107,81,1,0.769,63.5,2,B,0,24,2,45.1,64.97
1,4.1,0.67,41,27,0,0.623,56.8,0,B,0,7,0,103.2,46.33
3,3.6,0.841,70,58,1,0.79,80.7,0,B,0,7,3,93.9,71.5
9,4.7,0.89,181,161,1,0.975,104.4,0,B,1,14,5,164.7,88.63
11,4.6,0.95,233,221,1,1,73.1,0,B,0,15,6,178.1,95.7
3,3,0.823,101,83,1,0.878,79.9,3,A,1,5,2,127.6,62.07
4,3.5,0.847,113,95,1,0.851,55.3,1,C,1,4,3,112,72.06
7,4.1,0.942,159,149,1,0.909,87,3,B,1,30,4,114.7,83.56
9,4.1,0.903,192,173,1,0.953,99.6,0,A,1,20,5,159,90.74
5,3.7,0.882,96,84,1,0.865,89.9,0,A,1,26,6,132.4,79.6
3,3.5,0.806,73,58,0,0.731,71.1,2,B,0,9,4,93.5,50.18
4,3.6,0.876,80,70,1,0.735,58.6,2,C,0,30,3,114.7,68.09
7,4,0.813,180,146,0,0.89,75.5,0,B,0,22,6,95.6,71.3
0,2.8,0.688,42,28,0,0.786,61.3,0,A,1,30,0,41.8,41.75
6,3.6,0.967,135,130,1,0.92,68.6,1,B,1,20,5,78.2,80.27
3,3,0.913,117,106,1,0.709,72,2,B,0,28,1,112.7,59.93
8,4.5,0.792,223,176,1,0.832,76.2,0,C,1,7,5,166.2,90.78
1,2.5,0.792,50,39,1,0.721,75,3,A,0,4,2,45.2,48.23
5,4.3,0.856,160,136,0,0.73,81.1,0,C,0,28,4,124.8,62.53
4,4.2,0.871,84,73,0,0.74,70.2,0,B,1,35,2,125.4,59.63
6,3.8,0.949,141,133,1,0.867,79.2,1,A,1,33,4,116,82.03
0,2.2,0.727,15,10,0,0.706,80.9,1,A,1,7,2,128,32.91
5,3.6,0.798,112,89,1,0.756,66.1,3,B,1,9,6,76.3,70.17
5,3.8,0.848,149,126,1,0.749,72.7,0,C,0,34,4,108.7,77.92
5,3.4,0.8,144,115,1,0.866,60.2,1,C,1,34,5,32.6,75.15
6,3.7,0.726,126,91,1,0.783,79.8,1,B,1,13,4,138.4,77.17
6,4.5,0.85,186,158,0,0.827,76.4,0,C,1,29,4,106,64.38
8,4.4,0.932,157,146,1,0.873,82.5,0,A,1,35,7,84.7,94.74
2,3.1,0.806,51,41,0,0.715,56.1,3,C,1,10,3,113.8,37.06
8,3.5,0.92,211,194,1,0.962,86.2,0,C,1,30,6,139.3,86.82
4,3.5,0.859,143,122,0,0.761,72.2,0,B,1,26,4,102.8,55.87
0,3.1,0.729,57,41,0,0.703,77.4,2,A,0,35,0,113.8,35.13
0,3.4,0.783,43,33,0,0.71,59.7,1,A,1,28,1,56.6,37.14
3,3.3,0.745,114,84,1,0.656,77.7,1,C,0,29,4,123.3,65.35
8,4.4,0.863,176,151,1,0.891,82.3,0,A,1,6,6,167.7,90.11
7,4.8,0.878,205,179,1,0.788,93.8,0,A,1,3,7,119.1,88.35
8,4.5,0.889,187,166,0,0.919,75.6,0,B,1,29,4,144.3,68.55
5,3.8,0.784,119,93,0,0.742,65.8,0,A,1,2,3,170.4,61.45
4,3.6,0.78,97,75,0,0.808,65.1,1,B,0,22,5,81.7,52.88
1,3.2,0.808,32,25,1,0.714,53.2,0,B,0,27,2,104.6,60.19
3,4,0.862,101,87,1,0.754,63.5,2,A,0,22,4,105.9,75.78
4,3.4,0.824,91,74,0,0.805,42.9,4,B,0,10,4,150.1,57.25
1,3.3,0.781,70,54,0,0.654,82.9,1,C,1,19,2,87,43.33
2,3.5,0.854,61,52,1,0.764,91.2,3,C,1,24,1,116.6,55.88
5,3.6,0.81,154,124,0,0.848,70.7,0,B,1,27,6,72,58.48
7,3.5,0.962,180,173,0,0.943,80.8,1,C,0,17,4,71.7,67.94
11,4.6,0.863,225,194,0,0.911,83.5,0,B,0,10,7,136.5,75.84
10,4.4,0.969,197,190,0,0.932,64.2,1,C,1,17,6,146.8,74.1
6,4.1,0.889,181,160,0,0.776,86.3,0,C,0,10,5,117.4,64.99
4,3.5,0.955,80,76,0,0.797,85.1,0,B,1,10,5,144.8,63.83
6,4.4,0.806,184,148,1,0.748,61.5,0,B,1,17,4,116.2,85.26
8,3.8,0.772,157,121,1,0.874,81,1,C,1,26,5,144.7,81.75
1,4,0.856,57,48,0,0.792,63.3,1,C,0,26,1,92.2,49.81
3,2.9,0.747,79,59,1,0.731,83.8,2,C,0,34,2,85.1,59.5
8,4.3,0.92,206,189,0,0.844,76,0,C,1,4,7,143.5,79.62
3,3.7,0.88,76,66,1,0.809,68.8,3,A,0,27,3,135.5,66.57
5,3.5,0.867,166,143,0,0.783,94.4,1,A,0,21,4,129,62.36
5,4,0.86,137,117,1,0.858,57.1,1,C,0,31,5,137.8,76.25
2,3.9,0.827,46,38,0,0.856,71,0,A,1,7,1,106,55.15
3,2.7,0.863,125,107,1,0.744,70.6,2,B,1,34,3,153.4,66.46
3,3.8,0.85,70,59,0,0.747,62.3,1,B,1,18,2,72.4,55.17
0,2.2,0.719,16,11,0,0.618,89.5,4,B,0,24,0,155,22.09
0,2.8,0.871,70,60,1,0.744,69,1,B,1,13,0,109.9,51.56
8,4.8,0.892,150,133,1,0.892,85.1,1,C,1,13,4,179.3,95.2
2,3.2,0.833,55,45,0,0.748,77.8,0,A,0,25,2,135.3,46.58
5,3.3,0.884,117,103,1,0.832,68.6,0,C,1,5,5,151.1,80.6
2,3.4,0.865,69,59,0,0.719,82.9,0,C,0,29,4,57.3,55.05
10,5,0.969,191,185,0,0.864,92.5,0,C,1,33,8,126,85.51
2,2.7,0.814,68,55,1,0.718,66.5,3,B,1,24,2,117,56.54
4,3.3,0.838,90,75,0,0.703,82.3,3,B,0,10,3,129.3,48.77
9,4.9,0.923,210,193,1,0.871,93.4,0,C,1,25,5,178.6,92.66
9,5,0.958,196,187,0,0.942,88,0,C,1,10,7,153.4,82.96
2,3.4,0.752,72,54,1,0.74,58,1,B,1,16,2,56.5,62.42
8,3.6,0.921,218,200,1,0.808,75.9,0,B,1,28,5,140.7,85.48
4,4.5,0.79,82,64,1,0.837,76.7,0,A,1,12,5,134.2,69.54
4,4.3,0.927,103,95,1,0.816,74,0,B,0,32,4,104.4,77.25
1,3.6,0.812,46,37,0,0.672,57.6,2,B,1,29,0,87.9,39.5
1,3,0.773,56,43,1,0.707,63.1,4,B,0,27,0,88.9,50.66
7,4,0.897,170,152,0,0.842,79.7,0,A,0,26,4,120.3,76.37
4,3.6,0.835,123,102,1,0.755,52.9,3,C,1,3,4,87.6,73
4,3.8,0.827,151,124,1,0.836,71.2,0,B,0,26,3,175.3,74.96
7,4.6,0.785,154,120,1,0.782,83.9,0,C,0,1,5,182.8,89.89
7,4.4,0.824,195,160,1,0.859,78.9,0,C,0,35,7,168.1,79.89
1,2.9,0.787,40,31,0,0.662,56.2,0,A,0,27,3,100.5,46.36
6,4.5,0.777,156,121,1,0.815,65.8,0,C,0,4,4,97.9,83.46
1,3.4,0.764,79,60,0,0.736,84.3,3,B,1,19,1,114.6,40.25
7,4.3,0.85,158,134,1,0.871,64.2,0,C,1,22,6,169.5,88.29
6,4.5,0.823,183,150,0,0.835,88.2,3,B,0,6,6,117.7,67.77
11,4.1,0.969,225,218,1,0.954,74,0,B,1,9,6,136,92.02
0,3.2,0.736,38,27,0,0.643,78.6,1,B,0,11,0,92.8,39.67
0,3,0.784,15,11,1,0.658,71.5,0,A,0,22,0,112,53.78
2,2.8,0.79,75,59,0,0.763,63.8,1,A,0,9,1,76.8,45.91
