mileage,vehicle_age_years,condition_rating,capacity,fuel_efficiency_num,distance,required_capacity,capacity_utilization,last_maintenance_days,engine_type,tire_condition,avg_fuel_consumption_per_100km,gps_tracker_installed,ac_working,load_type,breakdown_count_last_year,score
229170,8,5,300,2,252,252,0.84,14,diesel,3,12.3,1,0,hazardous,1,62.51
188240,8,6,500,1,343,246,0.492,40,diesel,3,9.8,0,1,standard,3,52.34
114831,3,8,500,3,162,485,0.97,22,petrol,3,17,0,1,standard,0,68.37
2416,0,10,500,2,489,467,0.934,11,petrol,5,12,1,1,bulk,0,82.06
49367,2,10,800,1,147,656,0.82,8,electric,4,9.3,1,1,bulk,0,94.25
201571,8,6,500,2,245,458,0.916,30,diesel,2,11.9,1,1,standard,1,53.87
122208,6,9,500,3,284,398,0.796,41,petrol,3,17.6,1,0,standard,0,72.57
150307,4,8,800,2,379,715,0.894,318,petrol,3,12.8,0,0,hazardous,0,64.09
33478,0,10,800,1,117,641,0.801,32,diesel,5,6.4,0,1,bulk,1,90.23
181050,8,7,500,1,32,218,0.436,107,diesel,3,10.7,1,1,refrigerated,0,55.21
225812,8,5,1000,1,342,593,0.593,85,diesel,2,9.6,1,1,bulk,1,56.21
215509,9,8,1000,2,143,536,0.536,154,diesel,2,14.4,0,0,bulk,0,60.04
220794,8,6,800,3,387,489,0.611,80,petrol,2,20.1,1,1,bulk,1,62.9
106663,6,5,1000,1,211,855,0.855,51,petrol,3,8.8,1,0,bulk,1,70.69
255373,11,5,300,2,190,133,0.443,44,diesel,2,12.5,1,1,bulk,0,45.45
188729,6,3,500,3,398,463,0.926,12,diesel,3,18.2,0,1,hazardous,1,48.14
254700,10,7,500,1,399,388,0.776,221,diesel,2,10.2,0,1,fragile,0,67.28
50479,2,10,1000,2,297,722,0.722,138,petrol,4,13.4,1,1,bulk,0,91.98
80987,2,9,1000,1,479,416,0.416,57,diesel,3,13.5,1,1,bulk,1,74.04
73836,1,9,1000,1,222,710,0.71,206,electric,4,9.3,1,1,standard,0,94.05
260547,9,5,1000,2,153,683,0.683,14,petrol,2,13.4,1,1,standard,1,51.84
104972,5,9,800,3,267,502,0.628,85,diesel,3,15.5,0,0,standard,0,66.26
112672,4,9,1000,2,62,507,0.507,15,diesel,5,14.8,0,1,hazardous,0,74.61
122397,3,8,300,3,197,227,0.757,27,diesel,4,18.6,1,1,fragile,0,74.12
229921,8,7,1500,2,168,1271,0.847,41,petrol,3,13,1,1,fragile,0,72.31
260002,10,5,800,2,328,413,0.516,33,petrol,2,14.3,1,1,standard,0,56.4
117897,3,9,500,2,374,238,0.476,124,diesel,4,12.4,1,1,bulk,1,62.53
216427,9,7,300,1,302,250,0.833,44,petrol,3,10.4,1,1,bulk,2,69.71
205991,7,8,500,2,314,305,0.61,79,petrol,3,13.1,1,1,bulk,1,62.7
72419,3,7,500,2,88,333,0.666,34,diesel,4,9.2,1,1,standard,0,75.48
194653,9,4,800,2,89,689,0.861,7,petrol,3,13.2,0,0,hazardous,0,58.25
73396,3,7,1000,3,212,470,0.47,114,electric,4,16.3,1,1,bulk,0,60.68
126705,4,9,800,2,28,526,0.658,33,petrol,3,15.2,1,1,fragile,0,72.52
111610,3,8,1000,3,211,516,0.516,89,diesel,3,19.8,1,0,refrigerated,3,59.3
278584,10,3,1000,2,72,740,0.74,63,diesel,3,13.5,1,0,hazardous,0,56.53
75879,3,9,500,3,76,364,0.728,156,diesel,3,18.9,1,1,standard,0,78.07
185441,7,5,800,2,168,514,0.642,62,petrol,2,11.2,0,1,bulk,2,52.47
223512,9,4,300,2,342,220,0.733,170,diesel,2,12.5,1,0,standard,0,62.45
2534,0,10,300,2,35,289,0.963,116,petrol,4,11.7,1,1,standard,0,84.88
91968,4,10,800,2,23,688,0.86,74,diesel,4,13,1,1,fragile,0,86.1
170896,6,6,1500,3,396,928,0.619,108,diesel,3,17.7,1,0,standard,1,57.9
254405,9,5,500,2,228,239,0.478,29,petrol,2,11,1,1,bulk,0,40.56
151899,5,7,1000,1,364,425,0.425,1,diesel,2,9.3,0,1,refrigerated,1,58.95
268256,11,5,300,2,274,217,0.723,6,electric,2,13.4,1,1,standard,1,55.35
118064,3,10,300,1,397,230,0.767,43,diesel,4,9.5,1,1,bulk,0,86.22
224661,9,8,800,3,460,675,0.844,128,diesel,3,14.6,1,0,refrigerated,0,66.42
122434,3,6,1000,1,420,970,0.97,4,diesel,4,14.1,1,1,hazardous,0,69.36
75962,3,10,800,1,22,710,0.888,119,diesel,4,10.8,1,1,standard,0,89.29
55128,3,10,300,2,73,127,0.423,55,petrol,3,12.9,0,1,standard,0,67.63
67626,3,10,500,1,361,215,0.43,35,diesel,3,8.9,1,1,standard,0,70.86
161956,6,8,1000,2,101,693,0.693,39,petrol,3,15.3,1,1,bulk,1,67.33
17823,0,8,300,1,252,271,0.903,12,petrol,5,8.6,1,0,fragile,0,83.64
84568,3,8,1000,1,364,604,0.604,6,diesel,5,8.4,1,1,fragile,1,77.11
85300,2,9,300,1,227,185,0.617,17,diesel,3,10.7,1,1,standard,0,81.61
94519,4,10,1000,1,192,455,0.455,39,petrol,4,10.6,1,1,standard,0,77.77
191931,8,4,800,2,460,362,0.452,26,petrol,3,12.9,0,1,fragile,0,49.27
6727,0,10,800,1,440,628,0.785,110,petrol,4,10.9,1,1,bulk,1,93.89
261317,10,4,800,2,221,493,0.616,52,petrol,2,14.2,1,0,refrigerated,1,48.7
242616,8,7,1000,3,20,560,0.56,31,diesel,2,17.2,0,0,hazardous,1,46.98
173859,8,7,500,2,271,397,0.794,121,petrol,3,14,1,0,standard,3,62.14
254775,10,7,1000,2,20,689,0.689,19,petrol,2,13.6,1,0,bulk,2,50.54
74723,1,9,1500,1,172,858,0.572,43,diesel,5,10.7,1,1,fragile,1,77.4
127561,6,7,800,3,494,648,0.81,9,diesel,4,18,1,1,standard,0,74.87
107651,4,4,300,2,348,186,0.62,27,petrol,5,14.2,0,0,refrigerated,0,58.57
226760,8,3,800,2,425,533,0.666,101,petrol,1,12.1,0,1,bulk,0,44.89
267120,9,7,800,2,390,718,0.898,3,diesel,2,14.4,0,1,fragile,1,62.46
230316,11,5,800,1,32,326,0.408,112,electric,2,11.6,0,1,fragile,1,42.99
255860,11,7,300,3,77,258,0.86,19,petrol,3,19.5,1,1,refrigerated,1,62.19
140015,7,9,1000,2,265,483,0.483,134,petrol,3,13.9,0,1,standard,1,62.23
271403,9,3,800,2,319,715,0.894,27,petrol,1,15.3,0,1,bulk,1,48.42
142274,6,7,300,2,282,271,0.903,186,diesel,3,12.5,1,1,standard,3,58.81
11412,1,10,500,2,384,366,0.732,21,diesel,5,12.5,0,1,hazardous,0,95.9
204242,6,5,800,2,255,751,0.939,51,diesel,3,13,0,1,bulk,0,49.27
99733,4,10,500,3,239,298,0.596,19,diesel,4,19,1,1,standard,0,73.97
153349,4,5,1000,1,199,951,0.951,13,petrol,3,9.7,0,1,fragile,1,59.63
18185,0,10,500,3,490,225,0.45,11,petrol,4,19.1,1,1,standard,0,67.47
208762,8,8,800,2,454,726,0.908,17,diesel,3,12.5,1,1,bulk,0,67.19
239924,9,7,300,3,64,264,0.88,146,diesel,3,16.1,0,1,standard,0,58.74
206027,7,6,800,2,180,625,0.781,109,diesel,3,11.4,0,1,hazardous,0,68.54
190451,8,4,500,2,333,327,0.654,29,diesel,4,13.3,1,1,fragile,0,54.01
243815,9,5,800,3,158,685,0.856,21,diesel,2,18.7,1,1,bulk,1,58.38
85900,3,8,800,2,487,403,0.504,269,diesel,2,12.8,0,1,standard,0,62.72
109211,4,9,1000,2,103,403,0.403,40,petrol,4,13.1,0,0,bulk,0,58.3
216903,9,6,1500,2,32,823,0.549,16,diesel,3,13.9,0,0,fragile,0,54.81
229450,9,5,500,3,386,243,0.486,52,petrol,2,14.5,1,0,hazardous,1,38
169463,7,8,1000,1,245,925,0.925,80,petrol,3,8.6,1,1,hazardous,0,79.79
58760,2,10,500,2,124,427,0.854,75,electric,4,11.5,1,1,standard,0,90.12
77853,1,7,500,2,348,407,0.814,126,petrol,4,13.5,1,1,fragile,2,78.02
238227,9,5,1000,1,97,943,0.943,26,electric,2,10.1,1,1,standard,1,53.2
15206,0,10,500,2,306,456,0.912,9,diesel,5,14,1,1,standard,0,83.61
42582,1,10,800,2,102,490,0.612,13,petrol,4,12.3,1,1,fragile,0,82.09
164159,5,8,800,1,53,432,0.54,18,diesel,3,8.3,1,1,bulk,1,69.73
241035,10,4,1000,2,427,737,0.737,6,petrol,4,13.3,0,0,bulk,1,52.95
257251,10,2,300,1,335,230,0.767,4,diesel,1,8.4,0,0,bulk,4,43.28
195429,6,8,300,3,317,120,0.4,48,diesel,3,20,0,1,fragile,1,51.57
233102,8,3,500,2,387,400,0.8,139,diesel,1,12.3,0,0,standard,2,46.6
244426,9,7,500,2,192,400,0.8,33,petrol,2,13.7,0,1,fragile,1,59.41
108253,5,10,300,2,94,203,0.677,38,diesel,4,15.1,0,0,standard,1,69.27
11280,0,7,1000,2,267,708,0.708,38,diesel,4,14.1,0,1,fragile,1,76.48
72519,3,9,800,3,48,717,0.896,66,diesel,4,17.6,1,1,standard,0,77.78
272396,9,10,500,2,135,234,0.468,116,petrol,2,12.6,1,0,standard,0,56.2
262784,9,4,800,1,347,498,0.622,45,petrol,3,9.1,0,1,standard,3,49.55
164200,8,7,300,1,199,186,0.62,2,diesel,3,11.7,0,1,standard,0,67.43
41594,0,10,500,1,188,338,0.676,114,diesel,4,10.5,1,1,standard,1,84.22
263447,9,4,500,1,67,292,0.584,7,petrol,2,7.9,0,0,standard,2,48.22
145634,7,9,1000,2,352,900,0.9,24,diesel,4,11,1,1,hazardous,0,86.99
180647,7,5,800,2,405,674,0.842,14,petrol,3,14.2,0,0,bulk,1,60.79
113570,5,10,800,2,116,573,0.716,365,electric,2,9.8,1,1,bulk,0,78.53
90903,3,8,1000,3,296,701,0.701,65,diesel,3,17.5,1,1,standard,1,73.66
146667,5,7,800,2,280,751,0.939,64,petrol,3,13.4,0,1,hazardous,0,63.5
77375,4,8,800,2,428,516,0.645,24,diesel,5,11.2,1,1,standard,0,71.14
148533,6,5,500,1,36,459,0.918,126,diesel,3,8,0,1,refrigerated,1,60.66
195387,8,6,1000,2,165,625,0.625,1,diesel,3,12.8,0,1,bulk,2,54.68
31334,1,8,500,3,216,387,0.774,63,petrol,4,17.8,0,0,fragile,0,70.34
117728,3,9,500,2,403,450,0.9,97,petrol,3,12.4,1,1,hazardous,1,78.25
210327,9,5,800,2,333,585,0.731,1,petrol,3,11.6,0,0,bulk,0,58.62
44732,2,7,1500,2,445,1287,0.858,20,petrol,4,12.8,0,1,standard,1,77.12
270574,10,2,800,2,119,621,0.776,22,diesel,2,13.7,0,0,fragile,1,41.55
87106,2,10,1000,2,30,587,0.587,53,petrol,4,12.7,1,0,bulk,0,77
198746,7,6,300,1,361,193,0.643,6,diesel,3,8.6,1,1,bulk,1,56.7
22101,2,10,500,3,279,346,0.692,83,diesel,5,18.6,1,1,fragile,0,75.33
127640,5,8,800,1,240,468,0.585,50,diesel,3,9.8,1,0,bulk,1,64.7
70764,2,7,800,2,237,583,0.729,9,petrol,5,13,1,0,hazardous,0,77.24
22092,2,10,800,2,78,669,0.836,10,petrol,4,13.3,1,1,bulk,0,98.46
149626,7,5,500,2,330,240,0.48,157,petrol,2,15.6,0,1,standard,1,51.22
149236,6,6,800,3,372,489,0.611,2,diesel,3,14,1,0,fragile,0,59.48
31646,0,10,1000,2,208,656,0.656,1,diesel,4,12.3,1,1,standard,0,82.57
78221,3,9,500,1,241,381,0.762,231,diesel,4,7.3,0,0,hazardous,0,81.95
277726,12,7,800,2,133,419,0.524,140,diesel,1,10.6,1,1,standard,1,54.77
3203,0,9,1000,1,37,502,0.502,20,diesel,4,11.6,1,1,fragile,0,85.26
197978,8,7,1000,1,240,835,0.835,1,electric,1,6.5,1,1,refrigerated,0,75.25
123670,5,10,800,2,378,719,0.899,60,petrol,4,11.4,1,1,standard,0,84.63
94299,3,6,500,2,422,430,0.86,96,diesel,5,14,1,1,refrigerated,0,77.57
106080,4,8,1500,2,418,978,0.652,5,diesel,3,15,0,1,fragile,1,73.29
111031,3,10,1000,3,476,785,0.785,45,diesel,4,16.6,1,1,standard,0,79.39
36570,1,8,500,2,39,260,0.52,127,petrol,4,9.3,1,1,standard,0,71.82
46263,1,8,1000,1,172,563,0.563,182,petrol,4,9.9,1,1,bulk,0,77.17
232228,8,7,300,2,236,199,0.663,3,diesel,3,14.7,1,1,bulk,0,60.83
188767,7,4,800,2,175,443,0.554,18,diesel,3,13.3,0,1,standard,2,45.6
160910,4,7,1500,2,32,1250,0.833,1,diesel,3,13.9,0,1,bulk,0,76.4
110931,5,9,1500,1,437,1407,0.938,40,diesel,4,8,1,1,standard,1,79.28
176251,7,6,800,2,315,545,0.681,102,petrol,3,12,0,1,bulk,2,57.06
93225,5,10,800,1,412,590,0.738,27,diesel,4,7.6,1,1,bulk,0,86.13
47444,3,8,1000,3,35,892,0.892,43,electric,4,21.1,0,1,standard,0,77.97
237641,10,1,1500,1,486,1314,0.876,114,petrol,1,10.5,0,0,bulk,2,51.86
152996,5,7,800,2,390,475,0.594,138,electric,1,12.4,1,1,standard,2,62.44
226589,9,6,1000,2,292,845,0.845,24,diesel,3,13.5,0,1,bulk,2,64.92
2504,0,9,1500,3,69,1080,0.72,103,diesel,5,17.1,1,1,standard,0,85.15
231026,9,7,500,1,270,208,0.416,25,diesel,2,11.3,1,1,standard,0,53.8
245553,11,9,800,2,124,438,0.548,20,diesel,2,11.1,1,1,bulk,0,63.44
226682,7,5,1000,2,142,650,0.65,16,petrol,2,12.3,1,1,standard,1,53.24
251516,9,5,500,2,205,448,0.896,3,electric,2,13.8,1,1,fragile,0,64.88
20944,0,10,500,3,451,210,0.42,1,petrol,5,18.6,1,1,refrigerated,0,71.85
243163,8,5,1000,2,328,857,0.857,7,electric,3,11.6,0,1,bulk,0,63.04
258055,10,8,1500,2,255,1351,0.901,1,diesel,3,12.3,1,1,bulk,2,60.65
216959,8,5,800,1,43,740,0.925,2,diesel,4,9,1,1,fragile,2,55.19
85930,4,9,300,2,209,128,0.427,134,diesel,5,13.6,1,1,hazardous,2,62.96
75427,3,8,800,1,345,644,0.805,13,diesel,4,11.2,0,1,fragile,0,86.86
150976,4,5,1500,1,403,825,0.55,16,diesel,2,6.1,0,1,bulk,2,57.74
168993,7,8,300,3,191,171,0.57,38,petrol,3,17.4,1,1,bulk,0,59.98
205532,7,7,1000,2,84,789,0.789,7,diesel,3,13.8,0,0,standard,0,67.39
168865,7,7,800,1,353,721,0.901,139,diesel,2,8.8,1,1,bulk,0,62.54
194665,7,8,1500,3,245,1097,0.731,90,diesel,3,20.2,1,1,refrigerated,1,65.58
223615,7,8,1000,1,146,702,0.702,58,diesel,2,8.6,1,1,hazardous,0,71.84
48833,1,10,800,1,395,453,0.566,10,petrol,5,12,0,0,bulk,0,82.61
155031,6,6,300,2,223,173,0.577,11,diesel,4,12.1,1,1,bulk,2,62.98
53514,2,9,500,2,140,236,0.472,30,diesel,5,15.4,1,1,hazardous,0,69.53
85227,4,10,800,1,127,783,0.979,5,electric,3,12.5,1,1,standard,1,78.84
18232,0,8,500,1,190,441,0.882,22,petrol,5,6.9,1,1,fragile,0,94.28
43121,1,10,1000,2,264,806,0.806,170,petrol,2,10.4,1,1,standard,0,92.09
120613,5,10,1500,3,373,920,0.613,6,diesel,4,19.6,1,1,refrigerated,1,67.64
81606,2,10,1500,2,51,1139,0.759,2,diesel,4,10.5,1,1,standard,0,87.48
84088,3,10,1000,1,129,565,0.565,18,electric,3,7.5,0,1,fragile,1,73.7
157292,5,10,1500,2,472,684,0.456,52,diesel,3,12.5,0,1,standard,1,57.74
13637,0,10,800,2,97,504,0.63,2,electric,5,13.3,1,1,fragile,0,75.7
146188,4,10,500,2,111,355,0.71,93,petrol,3,12.7,1,1,standard,0,85.14
207000,8,4,500,1,178,443,0.886,171,diesel,2,7.1,0,0,bulk,2,59.98
49103,1,8,500,1,458,482,0.964,14,diesel,3,10.5,1,1,standard,0,77.31
266664,10,6,1000,1,313,827,0.827,27,diesel,2,7.7,1,0,bulk,0,68.86
271814,12,6,500,3,406,279,0.558,13,diesel,2,17,0,1,standard,1,49.74
186189,6,8,800,1,81,771,0.964,10,diesel,2,8.6,1,1,fragile,1,68.45
167137,5,8,800,2,484,493,0.616,30,petrol,3,12.6,1,1,standard,0,63.82
60218,2,7,300,2,75,244,0.813,15,diesel,4,10.6,1,1,fragile,0,79.61
91427,4,8,800,1,268,715,0.894,166,diesel,4,9.2,0,1,standard,1,78.47
238425,10,7,1000,2,474,562,0.562,96,diesel,2,12.9,0,1,bulk,0,52.45
174648,7,5,500,1,166,283,0.566,73,petrol,3,10,0,1,standard,0,57.68
170518,6,7,500,1,265,403,0.806,21,petrol,2,10.1,0,1,standard,1,72.99
200006,7,10,1000,3,74,939,0.939,72,petrol,3,18.8,1,1,standard,0,63.73
76113,3,9,500,2,308,423,0.846,50,petrol,3,12.6,0,0,standard,1,77.16
251258,10,8,800,2,279,464,0.58,1,diesel,2,11.5,1,1,bulk,3,55.35
57345,1,10,800,2,293,598,0.748,24,diesel,4,12.4,1,1,standard,1,89.31
160230,4,8,300,1,73,207,0.69,247,petrol,1,8.1,1,0,fragile,1,64.5
132787,6,8,800,1,304,378,0.472,159,diesel,2,10.9,0,1,fragile,0,56.93
179623,9,7,500,2,100,283,0.566,124,diesel,3,13.2,1,1,standard,0,66.54
229299,8,5,500,2,296,375,0.75,62,petrol,3,11.4,0,0,standard,2,50.42
42378,3,10,300,2,158,214,0.713,15,petrol,4,12,1,1,refrigerated,0,88.81
46073,3,8,500,3,298,350,0.7,83,petrol,4,19.5,0,1,standard,2,72.43
235796,9,5,500,2,273,328,0.656,1,diesel,2,15.5,0,1,bulk,2,45.44
22525,2,9,1000,1,55,593,0.593,102,electric,4,9.2,1,1,hazardous,0,86.06
268162,9,5,500,2,279,346,0.692,23,diesel,1,11.7,1,1,hazardous,1,50.79
35704,1,9,1500,2,252,1104,0.736,64,petrol,5,15.3,0,0,fragile,0,82.99
95372,3,9,500,2,27,277,0.554,24,diesel,4,13.2,0,1,standard,0,70.79
201149,7,8,1000,1,194,966,0.966,79,electric,2,8.9,0,1,standard,0,63.23
220400,7,7,800,1,468,399,0.499,75,petrol,2,7.6,1,1,bulk,0,52.08
180818,6,7,800,1,496,383,0.479,18,petrol,3,9.4,0,1,fragile,0,50.28
90228,3,7,1000,1,116,955,0.955,218,diesel,3,9.1,1,1,bulk,2,65.56
209840,8,5,500,2,390,225,0.45,12,petrol,2,13.2,1,1,bulk,0,46.59
45505,0,9,500,2,380,472,0.944,21,petrol,4,14.2,1,1,standard,0,79.52
53806,2,9,800,2,200,369,0.461,165,diesel,4,13.9,1,1,standard,2,66
59166,4,8,800,2,215,376,0.47,7,diesel,4,13.3,1,1,standard,0,69.13
60749,0,8,800,2,379,404,0.505,1,petrol,5,15.9,0,1,bulk,2,74.67
187788,6,5,500,1,71,363,0.726,4,diesel,2,7.7,1,1,standard,1,68.78
271764,12,4,1000,2,416,641,0.641,156,diesel,1,11.2,1,1,standard,2,44.54
159611,7,10,800,1,428,637,0.796,22,diesel,3,10.8,1,1,standard,0,82.04
70759,2,10,1000,1,433,657,0.657,45,diesel,5,8.4,1,1,fragile,0,83.67
155274,6,8,500,3,346,344,0.688,157,petrol,2,17.2,1,1,refrigerated,0,62.05
119788,4,8,300,1,124,221,0.737,36,diesel,3,7.1,1,1,refrigerated,2,82.56
145531,4,7,300,2,34,261,0.87,6,diesel,3,14.3,1,1,bulk,1,85.94
94890,3,7,800,3,198,390,0.488,94,electric,3,19.1,1,1,bulk,0,58.87
107077,5,10,800,2,43,515,0.644,30,diesel,3,13.2,1,1,standard,0,77.03
92114,3,10,800,2,77,528,0.66,2,diesel,4,11.6,0,1,bulk,1,68.01
91944,3,7,300,2,402,126,0.42,36,petrol,5,13.3,1,1,standard,0,61.93
16623,0,10,800,1,34,420,0.525,28,diesel,5,8.3,0,1,hazardous,0,85.04
2070,0,10,500,3,328,361,0.722,71,diesel,5,16.6,1,1,fragile,1,84.28
85550,1,8,1000,1,86,728,0.728,41,petrol,5,6.5,0,1,fragile,2,83.35
97648,3,8,800,1,485,728,0.91,32,petrol,4,8.1,1,0,bulk,2,68.52
259720,10,4,1000,3,418,547,0.547,17,diesel,2,18.4,0,0,bulk,0,38.52
239642,11,6,500,3,285,349,0.698,56,diesel,2,21.9,1,1,refrigerated,1,53.73
87166,4,10,1500,2,135,768,0.512,132,electric,4,12.8,1,1,standard,0,72.3
136683,4,7,1000,1,264,796,0.796,9,petrol,4,8.6,1,1,standard,0,83.45
71226,2,10,500,2,288,375,0.75,29,petrol,3,13.8,1,1,bulk,2,86.14
48053,0,7,500,3,217,388,0.776,31,electric,5,20.4,1,0,standard,0,74.77
239006,7,9,1000,2,450,841,0.841,33,petrol,3,11.9,1,1,bulk,2,70.67
8755,0,10,500,2,249,440,0.88,142,diesel,5,14.2,1,1,bulk,0,94.47
79366,3,9,1000,2,286,416,0.416,1,electric,5,13.2,1,1,standard,0,69.08
106955,4,8,1500,2,191,1006,0.671,78,petrol,3,10.2,0,1,bulk,1,69.26
138197,4,3,500,2,407,425,0.85,22,diesel,2,12.8,0,1,standard,2,59.13
118620,5,6,500,2,276,324,0.648,265,petrol,2,12.8,0,1,standard,1,57.4
56857,1,10,300,2,223,231,0.77,35,diesel,4,13.5,1,1,standard,0,89.43
239108,9,4,1000,3,414,958,0.958,77,diesel,3,19.3,1,1,standard,2,51.04
51580,4,8,500,2,144,304,0.608,7,diesel,4,13.8,1,1,hazardous,1,77.39
23015,2,10,500,2,212,255,0.51,42,diesel,4,13.7,1,0,fragile,0,84.56
53231,3,10,300,3,477,247,0.823,71,diesel,5,14.3,1,1,standard,0,85.84
54952,1,8,1500,2,107,913,0.609,3,diesel,4,13.7,1,1,standard,0,80.56
276903,12,6,500,2,70,235,0.47,115,diesel,2,11.9,0,0,bulk,0,40.24
100343,3,10,1000,2,154,449,0.449,12,diesel,5,13.7,1,1,standard,0,71.92
172857,6,8,800,2,187,635,0.794,4,diesel,2,14.9,1,1,bulk,0,77.78
150190,5,7,500,1,22,437,0.874,175,diesel,2,9.5,1,0,fragile,0,78.52
63586,1,9,500,2,443,314,0.628,47,diesel,4,10.9,0,1,refrigerated,0,72.97
189249,8,4,300,2,302,150,0.5,132,diesel,3,11.8,0,1,bulk,0,53.5
216295,10,8,800,3,131,684,0.855,23,petrol,2,19.6,1,1,fragile,0,72.81
268476,11,6,1000,1,67,764,0.764,121,diesel,1,10.1,1,1,fragile,1,66.63
151343,6,8,500,2,187,397,0.794,57,petrol,2,12.5,0,1,bulk,1,65.99
167660,8,8,800,3,488,646,0.808,108,petrol,3,18.8,1,1,refrigerated,1,68.24
5324,0,10,800,1,84,562,0.702,65,electric,5,8.5,1,0,standard,0,96.96
125127,4,9,1000,1,411,794,0.794,7,diesel,4,10.2,1,1,standard,0,91.41
38244,1,7,800,2,59,592,0.74,74,petrol,5,15,0,1,bulk,0,80.86
44304,1,9,500,2,328,313,0.626,167,diesel,4,17.1,1,1,fragile,0,78.59
280570,10,6,800,1,179,588,0.735,61,petrol,1,8.8,1,1,standard,0,68.66
269269,10,5,800,3,271,449,0.561,31,diesel,2,17.5,1,1,fragile,1,55.57
254830,10,5,1000,2,230,523,0.523,37,diesel,3,13.9,1,1,standard,1,53.5
34935,1,8,500,1,50,483,0.966,29,diesel,3,9.1,1,0,bulk,0,73.85
46847,1,6,300,2,372,145,0.483,183,petrol,3,14.3,1,1,bulk,0,58.3
173501,7,6,300,1,128,264,0.88,143,diesel,2,8,1,1,standard,0,70.45
223176,8,7,500,2,42,303,0.606,98,electric,2,13.3,1,1,bulk,1,60.42
279076,11,8,800,2,68,685,0.856,17,diesel,2,12.5,1,0,refrigerated,0,66.52
9495,0,9,1000,2,109,407,0.407,245,diesel,4,10.1,1,1,standard,0,75.11
210743,8,7,500,2,117,410,0.82,62,diesel,3,13.8,1,1,standard,0,70.85
8789,0,6,1000,1,144,977,0.977,33,diesel,5,9,1,0,standard,0,75.14
197305,7,7,300,3,140,178,0.593,1,electric,4,18,1,1,standard,1,58.49
696,1,9,1500,2,24,1373,0.915,25,diesel,4,14,0,1,bulk,0,78.54
150571,6,6,1000,2,484,450,0.45,1,diesel,3,13,1,1,bulk,4,51.33
120895,5,10,1000,2,420,665,0.665,169,electric,3,10.3,1,1,standard,1,69.78
248045,9,5,800,3,453,605,0.756,184,electric,2,14.9,1,1,hazardous,2,52.17
211109,8,6,500,1,461,446,0.892,76,diesel,2,7.3,1,1,bulk,2,68.4
136932,5,7,800,1,76,429,0.536,33,diesel,3,7.9,0,1,standard,0,65.58
237740,7,4,300,3,450,238,0.793,3,diesel,2,15.8,1,1,bulk,2,54.2
93388,2,9,1500,3,99,1187,0.791,110,electric,4,16.7,1,1,standard,0,73.27
18937,0,10,500,1,234,279,0.558,16,petrol,4,9.1,1,1,standard,1,85.87
48719,2,9,1000,1,483,572,0.572,16,petrol,4,9.3,1,0,standard,2,76.3
277927,12,4,800,2,332,424,0.53,24,diesel,2,11.6,1,1,fragile,1,52.52
224968,8,6,500,1,215,437,0.874,4,electric,2,9.1,1,1,standard,0,71.19
144666,6,8,500,2,59,324,0.648,6,electric,3,12.9,0,1,refrigerated,2,62.3
246790,10,7,800,3,339,431,0.539,82,diesel,3,19.6,1,1,standard,1,51.8
202665,9,6,800,2,410,358,0.448,11,diesel,2,13.7,1,1,standard,0,50.58
75729,3,10,1000,1,319,797,0.797,3,petrol,5,9.7,1,1,refrigerated,1,86.43
183908,7,9,300,2,405,282,0.94,23,petrol,3,14.2,0,1,fragile,0,62.43
128264,5,7,800,2,94,425,0.531,43,diesel,3,13.6,1,0,hazardous,1,62.82
88607,3,6,300,3,226,263,0.877,10,diesel,4,18.1,1,1,bulk,0,72.19
155943,5,8,500,2,72,463,0.926,82,electric,3,15.1,1,1,standard,1,63.65
106320,3,10,800,2,215,626,0.782,13,diesel,4,13.7,0,1,hazardous,0,87.17
233282,11,6,800,2,378,588,0.735,1,petrol,4,11.8,0,1,standard,0,63.24
5794,0,10,500,3,281,454,0.908,28,petrol,5,15.7,1,1,standard,0,86.19
177295,6,8,800,2,175,690,0.862,69,diesel,3,12.5,1,1,refrigerated,0,74.74
2036,0,9,1500,2,427,1029,0.686,29,diesel,4,13.8,1,0,fragile,0,78.99
271653,10,6,1000,3,235,658,0.658,44,diesel,3,20.7,0,1,standard,0,53.67
206695,9,7,800,2,89,727,0.909,36,diesel,3,13.7,1,0,bulk,0,63.25
40109,0,10,500,2,21,451,0.902,6,diesel,4,13.6,1,1,refrigerated,1,75.04
217292,9,5,1000,3,78,631,0.631,57,diesel,2,16.4,0,1,standard,4,45.64
235465,10,8,800,3,50,729,0.911,193,diesel,1,17.4,1,1,standard,0,52.99
80055,3,8,1000,2,392,723,0.723,73,petrol,4,13.1,1,1,bulk,0,90.44
75118,3,7,500,2,357,383,0.766,16,diesel,5,13.6,0,1,standard,0,76.95
271410,11,4,1000,1,217,893,0.893,5,petrol,1,7.4,0,0,refrigerated,2,55.95
173598,7,8,300,2,215,219,0.73,18,petrol,2,14.7,1,1,standard,1,72.27
7250,2,10,1000,2,338,551,0.551,4,diesel,5,14.8,0,0,bulk,0,78.05
135303,6,8,800,3,327,459,0.574,30,diesel,4,18,1,0,standard,1,61.99
180207,7,6,1500,3,372,1377,0.918,24,petrol,3,20,1,0,hazardous,0,59.71
155197,7,8,1000,2,490,543,0.543,27,diesel,2,12.9,1,0,fragile,0,67.63
252927,10,6,800,1,322,558,0.698,12,petrol,2,8.1,0,0,standard,1,50.85
